level_0,index,order,row,col,rep,line,grid,entry,name,breeder,irrigation,Tier,Row,Name/Code,Breeder,Weight per row (lbs),ExG0407,ExG0412,ExG0415,ExG0427,ExG0506,ExG0516,ExG0520,ExG0523,ExG0527,ExG0531,ExG0602,ExG0607,ExG0614,ExG0617,ExG0620,ExG0623,ExG0627,ExG0630,ExG0713,ExG0716,ExG0719,ExG0721,ExG0725,ExG0728,ExG0802,ExG0808,ExG0812,ExG0818,NDVI0412,NDVI0422,NDVI0427,NDVI0506,NDVI0516,NDVI0520,NDVI0531,NDVI0607,NDVI0614,NDVI0620,NDVI0623,NDVI0627,NDVI0716,NDVI0721,NDVI0725,NDVI0802,NDVI0808,NDVI0812,NDVI0818,ch0412,ch0415,ch0427,ch0506,ch0516,ch0520,ch0523,ch0527,ch0531,ch0602,ch0607,ch0614,ch0617,ch0620,ch0623,ch0627,ch0630,ch0708,ch0713,ch0716,ch0719,ch0721,ch0725,ch0728,ch0802,ch0808,ch0812,cv0412,cv0415,cv0427,cv0506,cv0516,cv0520,cv0523,cv0527,cv0531,cv0602,cv0607,cv0614,cv0617,cv0620,cv0623,cv0627,cv0630,cv0708,cv0713,cv0716,cv0719,cv0721,cv0725,cv0728,cv0802,cv0808,cv0812,bollnum,bollsize,bollasize,bollvol,bollavol,fc0623,fc0627,fc0630,a (3PL),b (3PL),c (3PL),max_cc (3PL),max_growth_rate (3PL),day_at_max_growth_rate (3PL),day1_at_half_max (3PL),day2_at_half_max (3PL),a (4PL),b (4PL),c (4PL),d (4PL),max_cc (4PL),max_growth_rate (4PL),day_at_max_growth_rate (4PL),day1_at_half_max (4PL),day2_at_half_max (4PL),alpha (4PR),beta (4PR),k (4PR),m (4PR),max_cc (4PR),max_growth_rate (4PR),day_at_max_growth_rate (4PR),day1_at_half_max (4PR),day2_at_half_max (4PR),a (5PL),b (5PL),c (5PL),d (5PL),g (5PL),max_cc (5PL),max_growth_rate (5PL),day_at_max_growth_rate (5PL),day1_at_half_max (5PL),day2_at_half_max (5PL)
599,602,603,3,21,342,2,1,9,11-11-307BB,Dever,Yes,5,42,11-11-307BB,Dever ,0.025785482512898028,0.011172,-3.2e-05,-0.003044,0.001746,0.033291,0.062221,0.122687,0.179039,0.093836,0.183331,0.546416,0.461848,0.451583,0.561734,0.479705,0.506364,0.440027,0.457395,0.393674,0.367902,0.321147,0.357973,0.290727,0.278359,0.261308,0.174866,0.183734,0.01951,0.189853,0.256167,0.264134,0.371241,0.443595,0.457788,0.579595,0.552786,0.550669,0.532559,0.525294,0.515956,0.62164,0.561555,0.599132,0.541316,0.564216,0.603408,0.507195,0.009512,0.0,0.0,0.094814,0.228718,0.307771,0.449584,0.522281,0.600428,0.701946,0.739885,0.931726,0.92389,1.022497,1.032286,1.108667,1.118996,1.129124,1.117333,1.101661,1.056796,1.084444,1.107576,1.113601,1.152168,1.144022,1.128928,0.000893,0.0,0.0,0.006132,0.04833,0.076255,0.141351,0.198496,0.29188,0.405388,0.476273,0.637565,0.642413,0.698921,0.73135,0.767741,0.786144,0.743709,0.729282,0.707384,0.721273,0.712849,0.721149,0.710121,0.678339,0.673946,0.658866,42.6,594.330755,13.924449,1921.030609,44.95729,2,1,1,99.613612,6.39537,53.050545,99.613488,3.885999,53.0,41.743928,64.358195,0.549568,8.381305,52.938708,100.627712,100.59885,4.003953,51.0,41.280913,63.197547,99.514845,6648.726693,0.162635,1.124397,99.514768,3.886027,53.0,41.962575,64.465706,-0.528801,5.646863,241.694925,98.781186,3599.300815,98.781186,3.693648,55.0,40.859183,66.192429
600,603,604,3,22,343,1,1,C,PHY_499,Visual_Check,Yes,5,43,PHY499,Visual Check,0.05901720140227987,0.009562,0.001069,0.000172,0.004255,0.047401,0.093729,0.159725,0.215685,0.119401,0.205406,0.518018,0.451422,0.47017,0.550772,0.4682,0.505202,0.421906,0.435343,0.340817,0.309174,0.291839,0.314142,0.251136,0.215578,0.207341,0.116033,0.135508,0.00789,0.197543,0.275888,0.256782,0.393839,0.475233,0.456597,0.533934,0.544258,0.526388,0.519642,0.511666,0.4985,0.566624,0.548597,0.584108,0.478034,0.498547,0.523345,0.404236,0.009485,0.0,0.0,0.127636,0.280752,0.384352,0.533051,0.606474,0.676226,0.77453,0.864689,1.099206,1.098014,1.183125,1.210088,1.250072,1.237999,1.204638,1.198953,1.166692,1.154007,1.18038,1.204519,1.19138,1.25179,1.282681,1.216598,0.000765,0.0,0.0,0.011788,0.07855,0.118066,0.18991,0.266872,0.35363,0.477517,0.59822,0.795324,0.784405,0.871099,0.88816,0.947756,0.955358,0.832303,0.799043,0.789831,0.841922,0.802697,0.830874,0.800521,0.803326,0.802147,0.764399,60.6,1133.254394,18.697213,4512.602758,74.497904,11,14,15,100.079839,6.963785,51.659937,100.07953,3.58458,52.0,39.347695,63.967302,0.687762,7.512452,51.586299,101.343536,101.287913,3.722422,50.0,38.898873,62.577915,100.382103,515.256035,0.130316,0.700049,100.381221,3.597609,51.0,38.813977,63.628017,-0.527291,5.086916,101.006968,99.368312,21.351566,99.368312,3.369348,53.0,37.929927,65.89319
601,604,605,3,22,343,2,1,C,PHY_499,Visual_Check,Yes,5,44,PHY499,Visual Check,0.02604675396470448,0.008825,-0.001663,-0.005611,-0.000974,0.014067,0.028138,0.081074,0.128141,0.043198,0.118946,0.323309,0.264879,0.30234,0.368731,0.360118,0.424847,0.354975,0.391462,0.311123,0.292133,0.275077,0.324663,0.268034,0.233863,0.237777,0.139028,0.152174,0.014363,0.188201,0.256203,0.254529,0.33346,0.345578,0.37393,0.495743,0.529046,0.512533,0.542253,0.511521,0.518853,0.588602,0.566297,0.60064,0.503782,0.524064,0.545861,0.451435,0.008,0.0,0.0,0.032723,0.099131,0.18216,0.269035,0.325082,0.399036,0.506958,0.609705,0.88487,0.840765,1.011539,1.001721,1.119331,1.118321,0.980903,0.954489,0.980099,0.94815,0.978476,1.036327,1.003354,1.107581,1.104298,1.057473,0.000217,0.0,0.0,0.001352,0.012456,0.028057,0.059775,0.08334,0.130248,0.214488,0.28207,0.433307,0.425864,0.568396,0.565905,0.649802,0.718667,0.569893,0.548978,0.560671,0.623438,0.581596,0.606909,0.583657,0.58593,0.593027,0.565141,37.1,559.733453,14.585502,1976.307647,50.568729,7,10,13,95.714911,7.201239,59.462289,95.713581,3.314134,59.0,46.72834,72.195244,-0.288753,7.961444,59.261076,97.651113,97.546876,3.333887,57.0,45.520374,71.262121,97.511287,48.627562,0.100628,0.172612,97.49037,3.321641,56.0,44.835568,71.233905,-0.296877,7.934842,59.376089,97.615236,1.011165,97.514893,3.331044,57.0,45.516088,71.291389
602,605,606,3,23,344,1,1,23,5241,Stelly,Yes,5,45,5241,Stelly,0.025262939609285127,0.010609,-0.000757,-0.002955,0.005934,0.029132,0.060435,0.114367,0.174458,0.090449,0.161681,0.365391,0.270389,0.312046,0.393566,0.365145,0.437233,0.383754,0.337544,0.356668,0.339443,0.310709,0.365657,0.302384,0.279142,0.263675,0.159516,0.154005,0.058896,0.186418,0.278046,0.301357,0.346402,0.407606,0.407291,0.503393,0.599729,0.62884,0.590154,0.600373,0.530497,0.654535,0.57665,0.596181,0.60176,0.613169,0.605653,0.500987,0.008712,0.0,0.008417,0.082856,0.188485,0.280832,0.425133,0.476472,0.553509,0.658374,0.616457,0.803245,0.789245,0.893197,0.929732,0.993388,0.99731,0.9766,0.994872,1.018595,0.983373,1.022731,1.05226,1.038673,1.073891,1.109379,1.113004,0.000442,0.0,3.4e-05,0.006844,0.041691,0.072066,0.138419,0.189807,0.245292,0.331112,0.263959,0.368226,0.385472,0.470269,0.481966,0.547144,0.53392,0.559286,0.559962,0.566117,0.58875,0.572234,0.590247,0.578505,0.530883,0.520577,0.467726,22.4,244.35027,10.950224,722.351239,32.103247,2,8,9,86.802411,8.078581,53.753254,86.800406,2.682142,54.0,39.482783,68.018706,-0.306989,6.317336,53.879304,89.503348,89.288343,2.695782,51.0,38.086357,67.162989,89.052223,0.017477,0.085068,0.000261,89.012087,2.781123,49.0,37.831377,66.649546,1.533729,172.764788,42.288151,99.85276,0.014977,95.413221,5.186804,44.0,42.193044,53.491514
603,606,607,3,23,344,2,1,23,5241,Stelly,Yes,5,46,5241,Stelly,0.03365377277306918,0.009364,-0.002986,-0.000204,0.003525,0.032515,0.067967,0.122658,0.170902,0.082996,0.168316,0.32903,0.323106,0.457365,0.495005,0.440913,0.507007,0.420098,0.40756,0.362531,0.352646,0.302294,0.364609,0.289304,0.265698,0.247198,0.169233,0.163422,0.071375,0.172509,0.265255,0.315973,0.372847,0.402691,0.403761,0.503044,0.537906,0.53763,0.520681,0.502951,0.492482,0.569852,0.53174,0.581948,0.520255,0.549939,0.556951,0.458319,0.013249,0.0,0.008007,0.078311,0.205882,0.323814,0.461936,0.519662,0.578914,0.675647,0.738401,0.926024,0.915546,1.052936,1.040178,1.151307,1.138952,1.12464,1.117191,1.130241,1.12084,1.15927,1.192874,1.193735,1.225675,1.251073,1.173716,0.000586,0.0,3.6e-05,0.005241,0.049134,0.086216,0.148443,0.181192,0.246969,0.340704,0.429245,0.596016,0.605414,0.682159,0.711721,0.766395,0.776816,0.740897,0.718391,0.722795,0.761337,0.732449,0.744045,0.734407,0.698989,0.697101,0.66354,50.0,704.520016,14.01551,2390.663262,47.646753,5,12,4,98.742532,7.159938,55.316975,98.741811,3.440473,55.0,42.660552,67.968464,0.740898,7.7117,55.266523,100.259115,100.182446,3.521217,53.0,42.029801,66.779544,98.516397,4879.987691,0.148805,1.191151,98.516035,3.456979,56.0,43.083642,68.074836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
604,607,608,3,24,345,1,1,C,PHY_499,Visual_Check,Yes,5,47,PHY499,Visual Check,0.021012254066434054,0.012907,-0.003312,-0.001103,0.022695,0.008873,0.025015,0.075512,0.114239,0.048309,0.134995,0.272696,0.256595,0.405448,0.446017,0.432873,0.488269,0.397033,0.41912,0.325546,0.31158,0.276304,0.347035,0.275465,0.25409,0.266574,0.186883,0.188918,0.08235,0.202606,0.311907,0.318233,0.315008,0.335494,0.383539,0.501932,0.565749,0.55599,0.53513,0.519155,0.494697,0.562564,0.54474,0.575421,0.507499,0.533417,0.551327,0.494693,0.013243,0.0,0.045074,0.019257,0.091007,0.161356,0.263003,0.366683,0.446473,0.574207,0.649535,0.922265,0.952009,1.117492,1.184126,1.258137,1.269994,0.983965,0.964852,1.021331,1.011798,1.050699,1.101372,1.106171,1.164489,1.19744,1.241787,0.000984,0.0,0.001992,0.000792,0.012775,0.028311,0.060442,0.097133,0.164428,0.258774,0.300694,0.515662,0.540938,0.648232,0.683573,0.746513,0.78557,0.593615,0.595078,0.61504,0.665003,0.642388,0.681732,0.670109,0.676779,0.696721,0.721768,27.9,350.237849,12.046182,1104.095755,37.420579,3,6,1,96.575115,5.69731,59.030331,96.57505,4.226874,59.0,48.95492,69.10746,2.921334,10.904972,59.229661,97.13644,97.128494,4.358354,58.0,49.26281,68.272402,96.807809,10014.820292,0.16233,0.769005,96.807639,4.216214,58.0,48.521302,68.90572,2.681493,9.783362,62.442792,96.594289,1.459022,96.593361,4.263594,59.0,49.273864,68.99991
605,608,609,3,24,345,2,1,C,PHY_499,Visual_Check,Yes,5,48,PHY499,Visual Check,0.016922350955463867,0.011508000000000001,-0.004443,-0.004906,0.008399,0.032676,0.025385,0.075367,0.098838,0.031156,0.118837,0.248118,0.221091,0.337652,0.403539,0.420888,0.454738,0.402832,0.390331,0.279091,0.267269,0.234039,0.310197,0.245885,0.230782,0.233505,0.157014,0.176456,0.087027,0.190609,0.282622,0.28791,0.387492,0.338919,0.402768,0.530078,0.601644,0.595472,0.574499,0.588134,0.531777,0.651686,0.581602,0.602772,0.595369,0.579575,0.58137,0.502748,0.013229,0.0,0.01298,0.097219,0.118236,0.231403,0.309875,0.40778,0.553858,0.606025,0.566665,0.811037,0.836134,0.978472,0.986739,1.089392,1.123007,0.987364,0.866337,0.923246,0.891953,0.91178,0.954427,0.954722,1.053885,1.106921,1.128277,0.001883,0.0,0.000106,0.006306,0.022039,0.04359,0.074403,0.103022,0.179365,0.272192,0.22975,0.380379,0.412643,0.543569,0.58149,0.634397,0.672805,0.482823,0.446737,0.448068,0.495389,0.462725,0.484066,0.481055,0.478682,0.514642,0.551203,24.8,309.50055,11.597332,1000.893348,35.779897,5,8,6,87.918252,6.530396,61.50346,87.917723,3.354348,62.0,49.950325,73.056775,1.436432,9.681684,61.393809,88.619546,88.589746,3.466452,60.0,49.738183,71.828269,87.378194,2124842.227041,0.213071,2.188251,87.378185,3.427133,65.0,52.392091,74.156269,0.392478,6.42445,275.472536,87.262644,9838.209511,87.262644,3.153153,64.0,49.787935,75.627236
606,609,610,3,25,346,1,1,12,7-7-1303CT,Dever,Yes,5,49,7-7-1303CT,Dever ,0.05027465666875637,0.01024,-0.001243,-0.004655,0.022051,0.049898,0.101263,0.170191,0.20505,0.122057,0.206503,0.422868,0.413694,0.481414,0.504194,0.490993,0.532697,0.470384,0.464358,0.385986,0.357869,0.310232,0.385199,0.281512,0.257073,0.232117,0.190824,0.206802,0.095506,0.2157,0.315669,0.315959,0.41041,0.425212,0.443975,0.50272,0.552086,0.539921,0.516473,0.505961,0.476706,0.614509,0.544395,0.599693,0.56717,0.576896,0.584895,0.511262,0.012788,0.0,0.019783,0.134033,0.310601,0.408947,0.564603,0.655926,0.724514,0.8123,0.855478,1.034292,1.05153,1.14759,1.174142,1.224458,1.212618,1.096622,1.020673,1.066925,1.028827,1.06881,1.129663,1.125684,1.178328,1.231747,1.272233,0.002293,0.0,0.000526,0.014386,0.089256,0.14944,0.231128,0.277808,0.368988,0.452466,0.549205,0.695813,0.709285,0.776231,0.800594,0.843136,0.839427,0.708707,0.657954,0.638174,0.673188,0.649881,0.67417,0.672738,0.657865,0.66439,0.70175,41.6,597.786798,14.435255,1976.867614,47.912831,6,9,5,97.466321,7.164652,49.988199,97.46598,3.395431,50.0,37.328755,62.647841,3.522735,7.779562,50.424252,98.080762,98.047235,3.699295,49.0,38.45051,60.846624,97.11438,6401.549403,0.161938,1.533596,97.114322,3.375846,51.0,38.162403,63.14226,1.900348,4.922578,123.174501,96.707661,56.596134,96.707661,3.203866,52.0,36.704628,64.705115
607,610,611,3,25,346,2,1,12,7-7-1303CT,Dever,Yes,5,50,7-7-1303CT,Dever ,0.02970455428999477,0.009926,-0.005749,-0.007694,-0.001265,0.015148,0.035341,0.085886,0.115827,0.038071,0.118129,0.276658,0.301168,0.372513,0.41866,0.427242,0.48112,0.415433,0.432553,0.400015,0.381551,0.332079,0.414146,0.319881,0.293731,0.262028,0.201655,0.217576,0.073254,0.200377,0.266968,0.263306,0.30741,0.347344,0.401488,0.517253,0.561858,0.564012,0.564314,0.570738,0.512905,0.573363,0.529599,0.577996,0.527721,0.544556,0.570458,0.48122,0.015826,0.0,0.0,0.056795,0.16159,0.230618,0.342607,0.42881,0.50728,0.599039,0.7441,0.943209,0.925743,1.02369,1.070438,1.146426,1.139419,1.118957,1.049053,1.099778,1.059837,1.088466,1.119597,1.095718,1.173057,1.208466,1.241983,0.002213,0.0,0.0,0.001962,0.019091,0.038737,0.076986,0.09015,0.1522,0.224553,0.325934,0.486007,0.495745,0.592717,0.640467,0.695784,0.734881,0.692001,0.655247,0.675666,0.713911,0.685957,0.702417,0.698593,0.672754,0.660373,0.657795,36.4,568.778027,15.509408,2051.461218,55.561425,10,3,4,95.734002,7.087074,58.753189,95.732997,3.370455,59.0,46.228289,71.279019,0.263255,8.075581,58.658217,97.508939,97.422534,3.39301,57.0,45.260262,70.382926,96.088885,1602.75852,0.130942,0.79763,96.086775,3.349846,58.0,45.741359,71.184575,-0.264666,6.695125,68.518335,95.723184,2.286731,95.721513,3.267584,59.0,45.103733,71.891331
608,611,612,3,26,347,1,1,18,DPL_491,Check,Yes,5,51,DPL 491,Check,0.04657666073549585,0.00914,-0.002457,-0.004771,-0.002286,0.021464,0.038117,0.10153,0.132771,0.047369,0.128163,0.312493,0.275948,0.389715,0.442666,0.42814,0.496508,0.414593,0.426914,0.354081,0.350889,0.301173,0.364439,0.289456,0.268243,0.241082,0.170997,0.189679,0.059583,0.208747,0.297909,0.297785,0.341648,0.343275,0.404849,0.503626,0.561667,0.566349,0.554279,0.541598,0.492262,0.571334,0.530406,0.586726,0.514978,0.53144,0.561577,0.463387,0.020186,0.000663,0.0,0.040851,0.163679,0.270948,0.377858,0.402614,0.514326,0.613471,0.699736,0.878985,0.917692,1.029471,1.080047,1.166648,1.171831,1.154594,1.092634,1.117123,1.082582,1.114903,1.131428,1.114685,1.164805,1.225255,1.191232,0.0041,1e-06,0.0,0.001559,0.022702,0.047323,0.097798,0.109186,0.177971,0.250314,0.323958,0.484156,0.533991,0.646992,0.684815,0.752693,0.788907,0.701233,0.691489,0.710103,0.754538,0.722102,0.741185,0.734138,0.699842,0.686106,0.693654,43.3,682.9013,15.803674,2419.385327,55.94406,4,12,10,94.171664,7.568795,58.217829,94.169753,3.105367,58.0,44.847259,71.590828,0.083125,7.515835,58.023133,95.994276,95.86655,3.156868,56.0,43.765361,70.369385,94.351924,1308.878178,0.126552,0.874639,94.349071,3.099934,58.0,44.543759,71.483736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
609,612,613,3,26,347,2,1,18,DPL_491,Check,Yes,5,52,DPL 491,Check,0.03254839355388804,0.008738,-0.002822,-0.006814,-0.005634,0.008147,0.021366,0.064684,0.085513,0.025552,0.109116,0.307683,0.24886,0.380684,0.421306,0.412135,0.450634,0.421137,0.42304,0.379594,0.342664,0.311329,0.365583,0.305718,0.272648,0.256121,0.183282,0.189555,0.066571,0.21768,0.275283,0.265174,0.317742,0.308955,0.373558,0.549556,0.595002,0.604749,0.570297,0.570788,0.51029,0.578789,0.530107,0.575688,0.532108,0.542859,0.571675,0.499946,0.026987,0.0,0.000267,0.024907,0.112505,0.168331,0.254664,0.331693,0.43662,0.523437,0.585195,0.775795,0.820649,0.93644,0.966421,1.070283,1.116832,1.056476,1.065678,1.103112,1.071619,1.100455,1.150332,1.150147,1.202665,1.197015,1.154835,0.00386,0.0,0.0,0.000992,0.011247,0.0225,0.046622,0.075934,0.131313,0.21388,0.262654,0.438542,0.494175,0.596075,0.651952,0.696997,0.733266,0.73222,0.710575,0.727216,0.759431,0.735993,0.754784,0.743374,0.711502,0.695951,0.7145,33.5,421.785473,12.648982,1354.967925,40.646873,1,1,2,94.282522,6.525324,61.593784,94.281951,3.601655,62.0,50.054021,73.135587,-0.498453,9.079477,61.301336,95.849545,95.796191,3.6038,60.0,48.877584,72.343377,95.913099,122.021381,0.111167,0.184124,95.902031,3.586011,58.0,48.18631,72.229804,-0.27539,9.95927,58.870572,96.702854,0.761142,96.56651,3.677386,59.0,48.923485,71.635766
610,613,614,3,27,348,1,1,C,PHY_499,Visual_Check,Yes,5,53,PHY499,Visual Check,0.06403160349656517,0.011081,0.001171,0.004819,0.005783,0.047144,0.123156,0.192279,0.247994,0.143906,0.207698,0.516552,0.40715,0.474055,0.512965,0.494015,0.493164,0.457443,0.438551,0.344653,0.311468,0.268291,0.32132,0.243588,0.211127,0.177941,0.123476,0.145701,0.035562,0.200529,0.316318,0.308648,0.410144,0.476211,0.471445,0.541504,0.579267,0.55235,0.505532,0.499949,0.469877,0.563409,0.524296,0.569678,0.490328,0.517459,0.538303,0.423357,0.029371,0.00042,0.004054,0.150311,0.337977,0.464328,0.595361,0.689007,0.774431,0.853564,0.916272,1.136686,1.139149,1.234216,1.273589,1.311111,1.305199,1.252795,1.237634,1.217232,1.183694,1.199604,1.219869,1.230173,1.288115,1.329788,1.328958,0.006885,1e-06,3.2e-05,0.019481,0.116454,0.179271,0.288446,0.359154,0.492663,0.572118,0.625659,0.806397,0.865141,0.933711,0.983565,1.020934,1.024861,0.930843,0.854984,0.863803,0.897732,0.866325,0.875132,0.87651,0.865877,0.880908,0.894909,57.1,890.00708,15.64555,3199.576489,56.31251,8,12,10,96.820079,6.921625,48.672517,96.819899,3.489001,49.0,36.434251,60.906611,0.063722,7.041975,48.525743,98.18413,98.127753,3.622593,47.0,35.771535,59.465729,97.929975,0.026951,0.104412,0.000251,97.925255,3.753623,45.0,35.348934,58.83182,1.508446,15.725448,40.679851,101.877641,0.243664,100.996747,4.687715,44.0,37.885282,54.157745
611,614,615,3,27,348,2,1,C,PHY_499,Visual_Check,Yes,5,54,PHY499,Visual Check,0.047682039954676986,0.009876,-0.001711,0.004865,0.013399,0.05733,0.131441,0.203141,0.260276,0.137603,0.190345,0.462961,0.406288,0.45025,0.507968,0.474649,0.497877,0.454861,0.445441,0.352715,0.318416,0.302205,0.338209,0.250835,0.213606,0.173645,0.125966,0.148447,0.00127,0.220684,0.28509,0.294991,0.409826,0.49539,0.462469,0.542308,0.522262,0.515901,0.509807,0.48758,0.47577,0.571285,0.532677,0.592085,0.502886,0.520665,0.544251,0.403753,0.039314,0.000737,0.011153,0.18159,0.404208,0.512683,0.663507,0.702443,0.764231,0.840571,0.926985,1.123298,1.135954,1.225541,1.265216,1.315839,1.30161,1.244678,1.210011,1.200119,1.209158,1.224027,1.227307,1.193127,1.238563,1.270766,1.237056,0.009826,1e-06,0.000132,0.029761,0.146424,0.212087,0.330022,0.335123,0.449448,0.549767,0.63314,0.814976,0.842215,0.89062,0.953346,0.987744,0.996082,0.892368,0.826208,0.819509,0.856575,0.820068,0.833961,0.82732,0.814845,0.818176,0.839269,56.8,973.172943,17.246099,3720.565966,66.181154,6,12,16,97.253228,7.307694,46.933689,97.252941,3.321833,47.0,34.027081,59.842747,1.819234,6.836782,47.071426,98.28308,98.227133,3.571818,45.0,34.327741,57.939845,97.807565,60.024255,0.11363,0.375839,97.805639,3.449007,45.0,33.272891,58.688022,3.003185,10.542952,41.43507,99.897246,0.436895,99.541824,4.158743,44.0,35.939941,54.863499
612,615,616,3,28,349,1,1,4,13Q-51,Smith,Yes,5,55,13Q-51,Smith,0.050566074826540484,0.011363,-0.001002,0.001321,0.011282,0.041346,0.114437,0.183397,0.240213,0.128719,0.194574,0.46358,0.436029,0.436008,0.499707,0.513233,0.501063,0.486514,0.478481,0.404226,0.379527,0.344277,0.397101,0.322411,0.26913,0.239385,0.189511,0.200599,0.008982,0.215761,0.31936,0.30879,0.417845,0.48144,0.472048,0.586725,0.578325,0.558286,0.539522,0.506381,0.487354,0.556554,0.514852,0.560248,0.489309,0.513198,0.542809,0.441876,0.036454,0.0,0.043372,0.14817,0.307465,0.423829,0.57489,0.63524,0.714163,0.79139,0.878089,1.063557,1.079053,1.167566,1.21796,1.263359,1.26075,1.220838,1.225448,1.219539,1.211661,1.228593,1.235837,1.25432,1.300139,1.330953,1.291484,0.0109,0.0,0.001774,0.019887,0.114484,0.182084,0.29085,0.332074,0.449101,0.554307,0.633724,0.78149,0.811972,0.872892,0.926485,0.967508,0.978007,0.911536,0.873024,0.869968,0.906036,0.883803,0.913824,0.907053,0.904236,0.894074,0.899303,58.0,863.093994,15.002323,3020.260668,52.574834,0,5,3,96.808493,7.812727,49.000865,96.807647,3.093559,49.0,35.202869,62.798837,-0.239194,6.097869,48.896373,99.058387,98.896054,3.174787,46.0,34.038083,61.316713,98.386445,0.002474,0.091043,4.2e-05,98.369677,3.289493,45.0,33.857578,60.777654,2.193224,31.207759,38.566368,107.043453,0.087938,103.995835,5.044933,41.0,37.740823,51.546638
613,616,617,3,28,349,2,1,4,13Q-51,Smith,Yes,5,56,13Q-51,Smith,0.0517216985556844,0.009764,-0.004273,-0.00244,0.001734,0.030743,0.102814,0.163588,0.222876,0.128802,0.209981,0.486325,0.479743,0.462138,0.536485,0.547892,0.523083,0.50009,0.475746,0.390283,0.361108,0.340025,0.39222,0.316575,0.267997,0.212536,0.177563,0.198857,0.034513,0.205628,0.309671,0.272219,0.394309,0.445817,0.453354,0.606564,0.544177,0.553142,0.535209,0.500698,0.480614,0.548129,0.51942,0.569193,0.488479,0.501023,0.54276,0.459491,0.032993,0.00069,0.001149,0.135397,0.306613,0.423006,0.565419,0.659746,0.753671,0.832568,0.924907,1.112254,1.132435,1.230297,1.283826,1.345019,1.336033,1.275932,1.228918,1.203541,1.177043,1.190747,1.232598,1.24576,1.306151,1.340489,1.31922,0.009476,2e-06,2e-06,0.016238,0.100238,0.165419,0.270134,0.361465,0.506918,0.596757,0.68831,0.822428,0.851753,0.900569,0.95817,1.001179,1.007822,0.887868,0.84447,0.85755,0.902531,0.880765,0.904539,0.9011,0.900363,0.895577,0.912423,48.9,778.714831,16.007044,2775.411108,57.122531,3,8,5,97.808132,6.909368,50.442988,97.807902,3.529194,50.0,38.22368,62.663607,-0.162483,7.191411,50.274913,99.32158,99.258643,3.618161,48.0,37.341984,61.403563,99.151529,0.036926,0.101903,0.000324,99.144332,3.70529,46.0,36.781743,60.861945,0.149433,8.222807,47.270529,100.240999,0.707194,100.059736,3.762213,48.0,37.702038,60.357233
614,617,618,3,29,350,1,1,C,PHY_499,Visual_Check,Yes,5,57,PHY499,Visual Check,0.0579419688890764,0.010299,-0.003549,-0.00287,0.00317,0.039506,0.117079,0.174659,0.237972,0.140083,0.203099,0.441528,0.409002,0.477496,0.505582,0.503792,0.533917,0.452046,0.445469,0.350116,0.323655,0.299182,0.347683,0.268294,0.232735,0.182853,0.147552,0.175584,0.026316,0.204116,0.316149,0.289634,0.415111,0.470235,0.450062,0.536233,0.541491,0.499548,0.513597,0.456703,0.462733,0.54903,0.519667,0.552562,0.475818,0.479127,0.514854,0.389649,0.034154,0.002163,0.017718,0.172893,0.353453,0.470002,0.617084,0.736449,0.802066,0.871097,0.973789,1.180629,1.191203,1.278541,1.320253,1.365832,1.345969,1.28278,1.242722,1.238381,1.192809,1.219626,1.258134,1.26846,1.332278,1.359859,1.351762,0.010427,1.9e-05,0.000277,0.024898,0.130713,0.201817,0.30435,0.401108,0.503001,0.590949,0.702036,0.872341,0.894511,0.946438,1.014917,1.048471,1.054412,0.9221,0.868265,0.855236,0.914781,0.885996,0.913218,0.911776,0.917532,0.913914,0.904537,55.0,1071.449853,19.342353,4174.802392,75.150129,3,16,10,97.676029,6.591251,48.198698,97.675941,3.696836,48.0,36.544399,59.84956,-0.309092,7.25347,47.972178,98.952893,98.910943,3.81594,46.0,35.740416,58.511468,98.739513,0.024818,0.108807,0.000197,98.736503,3.939344,44.0,35.357839,57.912181,0.900924,13.476065,40.999704,101.885207,0.311314,101.300813,4.647161,44.0,37.328216,54.360428
